Kod Sekolah,Bil,Peringkat Sekolah,PPD,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Alamat
YBB2125,9069,Rendah,PPD LUBOK ANTU,SK NG MENJUAU,NANGA MENJUAU, ULU SKRANG,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,"SK NG MENJUAU, NANGA MENJUAU,  ULU SKRANG, 95900, LUBOK ANTU"
YBB2128,9070,Rendah,PPD BETONG,SK NG. ENTEBAN,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA,,,,,"SK NG. ENTEBAN, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2129,9071,Rendah,PPD LUBOK ANTU,SK NG ENTALAU,D/A PEJABAT PELAJARAN DAERAH, LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,015-481 0941,TIADA,,,,"SK NG ENTALAU, D/A PEJABAT PELAJARAN DAERAH,  LUBOK ANTU, 95900, LUBOK ANTU"
YBB2131,9072,Rendah,PPD SRI AMAN,SK PAKU,D/A PEJABAT PELAJARAN DAERAH,BAHAGIAN SRI AMAN,95000,SRI AMAN,SARAWAK,TIADA,TIADA,,,,"SK PAKU, D/A PEJABAT PELAJARAN DAERAH, BAHAGIAN SRI AMAN, 95000, SRI AMAN"
YBB2132,9073,Rendah,PPD LUBOK ANTU,SK KEM SKRANG,D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK KEM SKRANG, D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2136,9074,Rendah,PPD SRI AMAN,SK TEMUDOK KEM,D/A PEJABAT PELAJARAN DAERAH, BAHAGIAN SRI AMAN,95007,SRI AMAN,SARAWAK,83322289,83322289,,,,"SK TEMUDOK KEM, D/A PEJABAT PELAJARAN DAERAH,  BAHAGIAN SRI AMAN, 95007, SRI AMAN"
YBB2139,9075,Rendah,PPD SRI AMAN,SK SEMBAYANG,D/A PEJABAT PENDIDIKAN DAERAH, BAHAGIAN SRI AMAN,,95000,SRI AMAN,SARAWAK,TIADA,TIADA,,,"SK SEMBAYANG, D/A PEJABAT PENDIDIKAN DAERAH,  BAHAGIAN SRI AMAN, 95000"
YBB2142,9076,Rendah,PPD BETONG,SK NG. LIDONG,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA,,,,,"SK NG. LIDONG, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2201,9077,Rendah,PPD SARATOK,SK SUNGAI KLAMPAI,D/A PEJABAT PELAJARAN DAERAH SARATOK,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK SUNGAI KLAMPAI, D/A PEJABAT PELAJARAN DAERAH SARATOK, 95407, SARATOK, SARAWAK"
YBB2202,9078,Rendah,PPD SARATOK,SK NG GRENJANG,D/A PEJABAT PELAJARAN DAERAH  SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK NG GRENJANG, D/A PEJABAT PELAJARAN DAERAH  SARATOK, 95400, SARATOK, SARAWAK"
YBB2203,9079,Rendah,PPD SARATOK,SK LICHOK,KPG LICHOK, ROBAN .,95300,ROBAN,SARAWAK,TIADA,TIADA,,,,"SK LICHOK, KPG LICHOK,  ROBAN ., 95300, ROBAN"
YBB2204,9080,Rendah,PPD SARATOK,SK LUBOK KEPAYANG,D/A PEJABAT PENDIDIKAN DAERAH, SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK LUBOK KEPAYANG, D/A PEJABAT PENDIDIKAN DAERAH,  SARATOK, 95400, SARATOK"
YBB2205,9081,Rendah,PPD SARATOK,SK ENGKABANG,D/A PEJABAT PELAJARAN DAERAH KECIL, SARATOK,,95400,SARATOK,SARAWAK,TIADA,TIADA,,,"SK ENGKABANG, D/A PEJABAT PELAJARAN DAERAH KECIL,  SARATOK, 95400"
YBB2206,9082,Rendah,PPD SARATOK,SK SUNGEI ANTU,D/A. PEJABAT PELAJARAN DAERAH  SARATOK.,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK SUNGEI ANTU, D/A. PEJABAT PELAJARAN DAERAH  SARATOK., 95400, SARATOK, SARAWAK"
YBB2207,9083,Rendah,PPD SARATOK,SK ENGKUDU,D/A PEJABAT PELAJARAN DAERAH,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK ENGKUDU, D/A PEJABAT PELAJARAN DAERAH, 95400, SARATOK, SARAWAK"
YBB2208,9084,Rendah,PPD SARATOK,SK NG DRAU,SK. NG DRAU, KRIAN.,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK NG DRAU, SK. NG DRAU,  KRIAN., 95407, SARATOK"
YBB2209,9085,Rendah,PPD SARATOK,SK BABANG,D/A PEJABAT PELAJARAN DAERAH SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK BABANG, D/A PEJABAT PELAJARAN DAERAH SARATOK, 95400, SARATOK, SARAWAK"
YBB2211,9086,Rendah,PPD SARATOK,SK NG BUDU,D/A PEJABAT PELAJARAN DAERAH , SARATOK.,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK NG BUDU, D/A PEJABAT PELAJARAN DAERAH ,  SARATOK., 95400, SARATOK"
YBB2212,9087,Rendah,PPD SARATOK,SK KABO HILIR,D/A PEJABAT PENDIDIKAN DAERAH, SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK KABO HILIR, D/A PEJABAT PENDIDIKAN DAERAH,  SARATOK, 95400, SARATOK"
YBB2213,9088,Rendah,PPD SARATOK,SK ORANG KAYA TEMENGGONG TANDUK,D/A PEJABAT PELAJARAN DAERAH SARATOK.,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK ORANG KAYA TEMENGGONG TANDUK, D/A PEJABAT PELAJARAN DAERAH SARATOK., 95407, SARATOK, SARAWAK"
YBB2214,9089,Rendah,PPD SARATOK,SK NG ATOI,D/A PEJABAT PELAJARAN DAERAH KECIL SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK NG ATOI, D/A PEJABAT PELAJARAN DAERAH KECIL SARATOK, 95400, SARATOK, SARAWAK"
YBB2216,9090,Rendah,PPD SARATOK,SK ULU BUDU,D/A PEJABAT PENDIDIKAN DAERAH, SARATOK,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK ULU BUDU, D/A PEJABAT PENDIDIKAN DAERAH,  SARATOK, 95407, SARATOK"
YBB2217,9091,Rendah,PPD SARATOK,SK ULU KABO,D/A PEJABAT PELAJARAN DAERAH KECIL , SARATOK,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK ULU KABO, D/A PEJABAT PELAJARAN DAERAH KECIL ,  SARATOK, 95407, SARATOK"
YBB2218,9092,Rendah,PPD SARATOK,SK MENDAS,PEJABAT PENDIDIKAN DAERAH,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK MENDAS, PEJABAT PENDIDIKAN DAERAH, 95407, SARATOK, SARAWAK"
YBB2219,9093,Rendah,PPD SARATOK,SK BERAYANG,SK BERAYANG,  D/A PEJABAT PELAJARAN DAERAH SARATOK,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK BERAYANG, SK BERAYANG,   D/A PEJABAT PELAJARAN DAERAH SARATOK, 95407, SARATOK"
YBB2220,9094,Rendah,PPD SARATOK,SK MUDONG,D/A PEJABAT PENDIDIKAN DAERAH SARATOK,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK MUDONG, D/A PEJABAT PENDIDIKAN DAERAH SARATOK, 95407, SARATOK, SARAWAK"
YBB2221,9095,Rendah,PPD SARATOK,SK NG ASSAM,SK NANGA ASSAM, D/A PEJABAT PELAJARAN DAERAH SARATOK,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK NG ASSAM, SK NANGA ASSAM,  D/A PEJABAT PELAJARAN DAERAH SARATOK, 95407, SARATOK"
YBB2222,9096,Rendah,PPD SARATOK,SK SG ENTEBU,SK SUNGAI ENTEBU,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK SG ENTEBU, SK SUNGAI ENTEBU, 95407, SARATOK, SARAWAK"
YBB2223,9097,Rendah,PPD SARATOK,SK LEMPA,SK LEMPA, D/A PEJABAT PELAJARAN DAERAH  SARATOK,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK LEMPA, SK LEMPA,  D/A PEJABAT PELAJARAN DAERAH  SARATOK, 95407, SARATOK"
YBB2224,9098,Rendah,PPD SARATOK,SK SUPOK,D/A PEJABAT PELAJARAN DAERAH,SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK SUPOK, D/A PEJABAT PELAJARAN DAERAH, SARATOK, 95400, SARATOK"
YBB2225,9099,Rendah,PPD SARATOK,SK TEMUDOK, AWIK,D/A PPD SARATOK, TINGKAT 1, WISMA PERSEKUTUAN,95400,SARATOK,SARAWAK,TIADA,TIADA,,"SK TEMUDOK,  AWIK, D/A PPD SARATOK,  TINGKAT 1,  WISMA PERSEKUTUAN"
YBB2228,9100,Rendah,PPD SARATOK,SK NG ABU,D/A PEJABAT PELAJARAN DAERAH SARATOK .,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK NG ABU, D/A PEJABAT PELAJARAN DAERAH SARATOK ., 95400, SARATOK, SARAWAK"
YBB2229,9101,Rendah,PPD SARATOK,SK PRAJA,D/A PEJABAT PELAJARAN DAERAH SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK PRAJA, D/A PEJABAT PELAJARAN DAERAH SARATOK, 95400, SARATOK, SARAWAK"
YBB2230,9102,Rendah,PPD SARATOK,SK NG MALONG,KM1, JALAN SIMPANG MALONG .,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK NG MALONG, KM1,  JALAN SIMPANG MALONG ., 95400, SARATOK"
YBB2231,9103,Rendah,PPD SARATOK,SK LUBOK NIBONG,D/A PEJABAT PELAJARAN DAERAH SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK LUBOK NIBONG, D/A PEJABAT PELAJARAN DAERAH SARATOK, 95400, SARATOK, SARAWAK"
YBB2232,9104,Rendah,PPD SARATOK,SK WONG BESI,D/A PEJABAT PELAJARAN DAERAH SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK WONG BESI, D/A PEJABAT PELAJARAN DAERAH SARATOK, 95400, SARATOK, SARAWAK"
YBB2234,9105,Rendah,PPD SARATOK,SK ULU AWIK,D/A PEJABAT PELAJARAN DAERAH KECIL, SARATOK.,95407,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK ULU AWIK, D/A PEJABAT PELAJARAN DAERAH KECIL,  SARATOK., 95407, SARATOK"
YBB2235,9106,Rendah,PPD SARATOK,SK SG NYIAR,D/A PEJABAT PELAJARAN  DAERAH KECIL.,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK SG NYIAR, D/A PEJABAT PELAJARAN  DAERAH KECIL., 95400, SARATOK, SARAWAK"
YBB2237,9107,Rendah,PPD SARATOK,SK KLUA,D/A PEJABAT PELAJARAN DAERAH SARATOK,,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK KLUA, D/A PEJABAT PELAJARAN DAERAH SARATOK, 95400, SARATOK"
YBB2238,9108,Rendah,PPD SARATOK,SK KALAKA CENTRAL,D/A PEJABAT PELAJARAN DAERAH KECIL , SARATOK,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,"SK KALAKA CENTRAL, D/A PEJABAT PELAJARAN DAERAH KECIL ,  SARATOK, 95400, SARATOK"
YBB2239,9109,Rendah,PPD SARATOK,SK ULU ROBAN,D/A PEJABAT PELAJARAN DAERAH  SARATOK.,95400,SARATOK,SARAWAK,TIADA,TIADA,,,,,"SK ULU ROBAN, D/A PEJABAT PELAJARAN DAERAH  SARATOK., 95400, SARATOK, SARAWAK"
YBB2301,9110,Rendah,PPD LUBOK ANTU,SK ENGKILILI NO. 1,SK ENGKILILI NO.1, JALAN SELINDONG,95800,ENGKILILI,SARAWAK,83563146,83563146,,,,"SK ENGKILILI NO. 1, SK ENGKILILI NO.1,  JALAN SELINDONG, 95800, ENGKILILI"
YBB2302,9111,Rendah,PPD LUBOK ANTU,SK LUBOK ANTU,PEKAN LUBOK ANTU, LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,83584175,83584176,,,,"SK LUBOK ANTU, PEKAN LUBOK ANTU,  LUBOK ANTU, 95900, LUBOK ANTU"
YBB2303,9112,Rendah,PPD LUBOK ANTU,SK RIDAN,D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK RIDAN, D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2304,9113,Rendah,PPD LUBOK ANTU,SK IJOK,D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK IJOK, D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2305,9114,Rendah,PPD LUBOK ANTU,SK MELABAN,D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK MELABAN, D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2306,9115,Rendah,PPD LUBOK ANTU,SK NANGA KUMPANG,D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK NANGA KUMPANG, D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2308,9116,Rendah,PPD LUBOK ANTU,SK NANGA TIBU,D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK NANGA TIBU, D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2310,9117,Rendah,PPD LUBOK ANTU,SK BASI,D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK BASI, D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2311,9118,Rendah,PPD LUBOK ANTU,SK NANGA AUP,P.O BOX 739, ENGKILILI,95800,ENGKILILI,SARAWAK,83584161,83584635,,,,"SK NANGA AUP, P.O BOX 739,  ENGKILILI, 95800, ENGKILILI"
YBB2312,9119,Rendah,PPD LUBOK ANTU,SK SKAROK,D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK SKAROK, D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2313,9120,Rendah,PPD LUBOK ANTU,SK SBANGKI,D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK SBANGKI, D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2317,9121,Rendah,PPD LUBOK ANTU,SK NANGA KESIT,SK.NANGA KESIT,95900,LUBOK ANTU,SARAWAK,83432105,TIADA,,,,,"SK NANGA KESIT, SK.NANGA KESIT, 95900, LUBOK ANTU, SARAWAK"
YBB2318,9122,Rendah,PPD LUBOK ANTU,SK MERBONG,D/A PEJABAT PENDIDIKAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK MERBONG, D/A PEJABAT PENDIDIKAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2319,9123,Rendah,PPD LUBOK ANTU,SK ENGKILILI NO.2,SUNGAI KERUH, ENGKILILI,95800,ENGKILILI,SARAWAK,TIADA,TIADA,,,,"SK ENGKILILI NO.2, SUNGAI KERUH,  ENGKILILI, 95800, ENGKILILI"
YBB2320,9124,Rendah,PPD LUBOK ANTU,SK EMPLAM,D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,,TIADA,,,,,"SK EMPLAM, D/A PEJABAT PELAJARAN DAERAH KECIL LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2321,9125,Rendah,PPD LUBOK ANTU,SK NG MENYEBAT,SK. Nanga Menyebat, 95800 Engkilili,95900,Engkilili,SARAWAK,TIADA,TIADA,,,,"SK NG MENYEBAT, SK. Nanga Menyebat,  95800 Engkilili, 95900, Engkilili"
YBB2322,9126,Rendah,PPD LUBOK ANTU,SK ULU LEMANAK,D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,TIADA,TIADA,,,,,"SK ULU LEMANAK, D/A PEJABAT PELAJARAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2323,9127,Rendah,PPD LUBOK ANTU,SK SAN SEMANJU,YBB 2323 SK. SAN SEMANJU D/A PPD LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,135740570,TIADA,,,,,"SK SAN SEMANJU, YBB 2323 SK. SAN SEMANJU D/A PPD LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2324,9128,Rendah,PPD LUBOK ANTU,SK STENGIN/SEDARAT,D/A :PEJABAT PELAJARAN DAERAH LUBOK ANTU.,95900,LUBOK ANTU,SARAWAK,138073537,TIADA,,,,,"SK STENGIN/SEDARAT, D/A :PEJABAT PELAJARAN DAERAH LUBOK ANTU., 95900, LUBOK ANTU, SARAWAK"
YBB2325,9129,Rendah,PPD LUBOK ANTU,SK ULU ENGKARI,D/A PEJABAT PENDIDIKAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,83584161,83584635,,,,,"SK ULU ENGKARI, D/A PEJABAT PENDIDIKAN DAERAH LUBOK ANTU, 95900, LUBOK ANTU, SARAWAK"
YBB2402,9130,Rendah,PPD BETONG,SK NG. AJAU,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,083-471911,83471820,,,,,"SK NG. AJAU, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2403,9131,Rendah,PPD BETONG,SK DIT,D/A PEJABAT PELAJARAN GABUNGAN, BAHAGIAN BETONG,95700,BETONG,SARAWAK,83461407,TIADA,,,,"SK DIT, D/A PEJABAT PELAJARAN GABUNGAN,  BAHAGIAN BETONG, 95700, BETONG"
YBB2405,9132,Rendah,PPD BETONG,SK SAKA,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA,,,,,"SK SAKA, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2406,9133,Rendah,PPD BETONG,SK PAKU CENTRAL,SK PAKU CENTRAL, D/A PEJABAT PENDIDIKAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA,,,,"SK PAKU CENTRAL, SK PAKU CENTRAL,  D/A PEJABAT PENDIDIKAN DAERAH BETONG, 95700, BETONG"
YBB2407,9134,Rendah,PPD BETONG,SK SURI,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA,,,,,"SK SURI, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2408,9135,Rendah,PPD BETONG,SK PENOM,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA,,,,,"SK PENOM, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2409,9136,Rendah,PPD BETONG,SK NG. GAYAU,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,83480262,TIADA,,,,,"SK NG. GAYAU, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2410,9137,Rendah,PPD BETONG,SK MUTON,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA,,,,,"SK MUTON, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB2412,9138,Rendah,PPD BETONG,SK NG. LAWIH/LESU,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,,TIADA,,,,,"SK NG. LAWIH/LESU, D/A PEJABAT PELAJARAN DAERAH BETONG, 95700, BETONG, SARAWAK"
YBB3201,9139,Rendah,PPD SIBU,SK SG AUP,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,84329040,,,,,,"SK SG AUP, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3202,9140,Rendah,PPD SIBU,SK SG PASSAI,D/A PEJABAT PELAJARAN GABUNGAN SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK SG PASSAI, D/A PEJABAT PELAJARAN GABUNGAN SIBU, 96000, SIBU, SARAWAK"
YBB3203,9141,Rendah,PPD SIBU,SK SG DURIN,D/A PEJABAT PENDIDIKAN DAERAH SIBU,96000,SIBU,SARAWAK,84736379,84736379,,,,,"SK SG DURIN, D/A PEJABAT PENDIDIKAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3204,9142,Rendah,PPD SIBU,SK SG NAMAN,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK SG NAMAN, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3205,9143,Rendah,PPD SIBU,SK BATU WONG,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK BATU WONG, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3206,9144,Rendah,PPD SIBU,SK SG SALIM,D/A PEJABAT PELAJARAN GABUNGAN SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK SG SALIM, D/A PEJABAT PELAJARAN GABUNGAN SIBU, 96000, SIBU, SARAWAK"
YBB3207,9145,Rendah,PPD SIBU,SK TANJUNG PENASU,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK TANJUNG PENASU, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3208,9146,Rendah,PPD SIBU,SK BAWANG ASSAN,D/A PEJABAT PELAJARAN GABUNGAN SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK BAWANG ASSAN, D/A PEJABAT PELAJARAN GABUNGAN SIBU, 96000, SIBU, SARAWAK"
YBB3209,9147,Rendah,PPD SIBU,SK ULU SUNGAI SALIM,ULU SUNGAI SALIM, JALAN DURIN,96000,SIBU,SARAWAK,0,0,,,,"SK ULU SUNGAI SALIM, ULU SUNGAI SALIM,  JALAN DURIN, 96000, SIBU"
YBB3210,9148,Rendah,PPD SIBU,SK SG SIONG,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,198365968,,,,,,"SK SG SIONG, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3211,9149,Rendah,PPD SIBU,SK SG LENGAN,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK SG LENGAN, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3212,9150,Rendah,PPD DALAT,SK SG RASAU,D/A PEJABAT PELAJARAN DAERAH  DALAT,96300,DALAT,SARAWAK,TIADA,TIADA,,,,,"SK SG RASAU, D/A PEJABAT PELAJARAN DAERAH  DALAT, 96300, DALAT, SARAWAK"
YBB3213,9151,Rendah,PPD SIBU,SK TANJUNG BEKAKAP,D/A PEJABAT PENDIDIKAN DAERAH SIBU,96000,SIBU,SARAWAK,0,0,,,,,"SK TANJUNG BEKAKAP, D/A PEJABAT PENDIDIKAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3214,9152,Rendah,PPD DARO,SK SUNGEI PASSIN,D/A PEJABAT PELAJARAN DAERAH DARO, SK SUNGEI PASSI,96200,DARO,SARAWAK,135779077,TIADA,,,,"SK SUNGEI PASSIN, D/A PEJABAT PELAJARAN DAERAH DARO,  SK SUNGEI PASSI, 96200, DARO"
YBB3215,9153,Rendah,PPD SIBU,SK ULU SG SENGAN,D/A PEJABAT PELAJARAN GABUNGAN SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK ULU SG SENGAN, D/A PEJABAT PELAJARAN GABUNGAN SIBU, 96000, SIBU, SARAWAK"
YBB3216,9154,Rendah,PPD SIBU,SK NANGA TUTUS,D/A PEJABAT PELAJARAN GABUNGAN SIBU,96000,SIBU,SARAWAK,,,,,,,"SK NANGA TUTUS, D/A PEJABAT PELAJARAN GABUNGAN SIBU, 96000, SIBU, SARAWAK"
YBB3217,9155,Rendah,PPD SIBU,SK NANGA ASSAN,D/A PEJABAT PELAJARAN DAERAH SIBU,,96000,SIBU,SARAWAK,TIADA,TIADA,,,,"SK NANGA ASSAN, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU"
YBB3218,9156,Rendah,PPD SIBU,SK ULU SUNGAI SIONG,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,105398951,,,,,,"SK ULU SUNGAI SIONG, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
YBB3219,9157,Rendah,PPD SIBU,SK NANGA BON,D/A PEJABAT PENDIDIKAN GABUNGAN SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK NANGA BON, D/A PEJABAT PENDIDIKAN GABUNGAN SIBU, 96000, SIBU, SARAWAK"
YBB3220,9158,Rendah,PPD DARO,SK BATANG LASSA,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,SARAWAK,TIADA,TIADA,,,,,"SK BATANG LASSA, D/A PEJABAT PENDIDIKAN DAERAH DARO, 96200, DARO, SARAWAK"
YBB3221,9159,Rendah,PPD SIBU,SK NANGA PAK,PEJABAT PELAJARAN DAERAH SIBU,,96000,SIBU,SARAWAK,TIADA,TIADA,,,,"SK NANGA PAK, PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU"
YBB3222,9160,Rendah,PPD DALAT,SK SG PINANG,D/A PEJABAT PEDIDIKAN DAERAH DALAT,96300,DALAT,SARAWAK,TIADA,TIADA,,,,,"SK SG PINANG, D/A PEJABAT PEDIDIKAN DAERAH DALAT, 96300, DALAT, SARAWAK"
YBB3223,9161,Rendah,PPD SIBU,SK SG. SIONG TENGAH,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,TIADA,TIADA,,,,,"SK SG. SIONG TENGAH, D/A PEJABAT PELAJARAN DAERAH SIBU, 96000, SIBU, SARAWAK"
